"kanji","curPron","pos","nextPron","prevPron","curIndex","lastChar","onKun","oneChar","allKanji"
"言","げん","noun","END","u","1","言","False","False","True"
"公","こう","noun","s","START","0","式","False","False","True"
"式","しき","noun","END","u","1","式","False","False","True"
"削","さく","noun","j","START","0","除","False","False","True"
"除","じょ","noun","END","u","1","除","False","False","True"
"執","しゅう","noun","j","START","0","着","False","False","True"
"着","じゃく","noun","END","u","1","着","False","False","True"
"和","わ","noun","f","START","0","服","False","False","True"
"服","ふく","noun","END","a","1","服","False","False","True"
"無","む","noun","r","START","0","理","False","False","True"
"理","り","noun","END","u","1","理","False","False","True"
"水","すい","noun","b","START","0","分","False","False","True"
"分","ぶん","noun","END","i","1","分","False","False","True"
"砕","くだ","verb","k","START","0","る","True","False","False"
"け","け","verb","r","a","1","る","True","False","False"
"る","る","verb","END","e","2","る","True","False","False"
"余","よ","noun","k","START","0","計","False","False","True"
"計","けい","noun","END","o","1","計","False","False","True"
"赤","あか","verb","r","START","0","む","True","False","False"
"ら","ら","verb","m","a","1","む","True","False","False"
"む","む","verb","END","a","2","む","True","False","False"
"現","げん","noun","z","START","0","像","False","False","True"
"像","ぞう","noun","END","n","1","像","False","False","True"
"何","なに","pronoun","END","START","0","何","True","True","True"
"虫","むし","noun","END","START","0","虫","True","True","True"
"剥","は","verb","g","START","0","ぐ","True","False","False"
"ぐ","ぐ","verb","END","a","1","ぐ","True","False","False"
"坊","ぼう","noun","s","START","0","ん","True","False","False"
"さ","さ","noun","n","u","1","ん","True","False","False"
"ん","ん","noun","END","a","2","ん","True","False","False"
"穴","あな","noun","END","START","0","穴","True","True","True"
"言","こと","noun","d","START","0","伝","False","False","True"
"伝","づて","noun","END","o","1","伝","False","False","True"
"利","り","noun","e","START","0","益","False","False","True"
"益","えき","noun","END","i","1","益","False","False","True"
"温","おん","noun","d","START","0","暖","False","False","True"
"暖","だん","noun","END","n","1","暖","False","False","True"
"写","うつ","verb","r","START","0","る","True","False","False"
"る","る","verb","END","u","1","る","True","False","False"
"社","しゃ","noun","s","START","0","説","False","False","True"
"説","せつ","noun","END","a","1","説","False","False","True"
"受","う","verb","k","START","0","る","True","False","False"
"け","け","verb","t","u","1","る","True","False","False"
"止","と","verb","m","e","2","る","True","False","False"
"め","め","verb","r","o","3","る","True","False","False"
"る","る","verb","END","e","4","る","True","False","False"
"一","いち","noun","m","START","0","面","False","False","True"
"面","めん","noun","END","i","1","面","False","False","True"
"乾","かわ","verb","k","START","0","す","True","False","False"
"か","か","verb","s","a","1","す","True","False","False"
"す","す","verb","END","a","2","す","True","False","False"
"比","ひ","noun","k","START","0","較","False","False","True"
"較","かく","noun","END","i","1","較","False","False","True"
"樹","じゅ","noun","r","START","0","立","False","False","True"
"立","りつ","noun","END","u","1","立","False","False","True"
"当","あ","noun","t","START","0","前","True","False","False"
"た","た","noun","r","a","1","前","True","False","False"
"り","り","noun","m","a","2","前","True","False","False"
"前","まえ","noun","END","i","3","前","True","False","False"
"原","げん","noun","s","START","0","子","False","False","True"
"子","し","noun","END","n","1","子","False","False","True"
"分","ぶん","noun","b","START","0","母","False","False","True"
"母","ぼ","noun","END","n","1","母","False","False","True"
"腰","こし","verb","k","START","0","る","True","False","False"
"掛","か","verb","k","i","1","る","True","False","False"
"け","け","verb","r","a","2","る","True","False","False"
"る","る","verb","END","e","3","る","True","False","False"
"縁","ふち","noun","END","START","0","縁","True","True","True"
"織","お","verb","r","START","0","る","True","False","False"
"る","る","verb","END","o","1","る","True","False","False"
"耕","こう","noun","s","START","0","作","False","False","True"
"作","さく","noun","END","u","1","作","False","False","True"
"親","しん","noun","z","START","0","善","False","False","True"
"善","ぜん","noun","END","n","1","善","False","False","True"
"制","せい","noun","END","START","0","制","True","True","True"
"送","おく","noun","r","START","0","名","True","False","False"
"り","り","noun","g","u","1","名","True","False","False"
"仮","が","noun","n","i","2","名","True","False","False"
"名","な","noun","END","a","3","名","True","False","False"
"下","しも","suffix","END","START","0","下","True","True","True"
"畜","ちく","noun","s","START","0","産","False","False","True"
"産","さん","noun","END","u","1","産","False","False","True"
"定","てい","noun","g","START","0","義","False","False","True"
"義","ぎ","noun","END","i","1","義","False","False","True"
"安","やす","adjective","x","START","0","い","True","False","False"
"っ","っ","adjective","p","u","1","い","True","False","False"
"ぽ","ぽ","adjective","i","u","2","い","True","False","False"
"い","い","adjective","END","o","3","い","True","False","False"
"騒","さわ","verb","g","START","0","ぐ","True","False","False"
"ぐ","ぐ","verb","END","a","1","ぐ","True","False","False"
"思","おも","verb","i","START","0","す","True","False","False"
"い","い","verb","d","o","1","す","True","False","False"
"出","だ","verb","s","i","2","す","True","False","False"
"す","す","verb","END","a","3","す","True","False","False"
"水","すい","noun","h","START","0","平","False","False","True"
"平","へい","noun","END","i","1","平","False","False","True"
"測","そく","noun","r","START","0","量","False","False","True"
"量","りょう","noun","END","u","1","量","False","False","True"
"台","だい","noun","END","START","0","台","True","True","True"
"了","りょう","noun","END","START","0","了","True","True","True"
"香","こう","noun","s","START","0","料","False","False","True"
"辛","しん","noun","r","u","1","料","False","False","True"
"料","りょう","noun","END","n","2","料","False","False","True"
"裁","さい","noun","h","START","0","縫","False","False","True"
"縫","ほう","noun","END","i","1","縫","False","False","True"
"再","さい","prefix","END","START","0","再","True","True","True"
"優","ゆう","noun","i","START","0","位","False","False","True"
"位","い","noun","END","u","1","位","False","False","True"
"祝","いわ","verb","u","START","0","う","True","False","False"
"う","う","verb","END","a","1","う","True","False","False"
"悩","なや","verb","m","START","0","す","True","False","False"
"ま","ま","verb","s","a","1","す","True","False","False"
"す","す","verb","END","a","2","す","True","False","False"
"外","がい","noun","b","START","0","部","False","False","True"
"部","ぶ","noun","END","i","1","部","False","False","True"
"愉","ゆ","noun","k","START","0","快","False","False","True"
"快","かい","noun","END","u","1","快","False","False","True"
"状","じょう","noun","END","START","0","状","True","True","True"
"高","こう","noun","s","START","0","層","False","False","True"
"層","そう","noun","END","u","1","層","False","False","True"
"予","よ","noun","k","START","0","感","False","False","True"
"感","かん","noun","END","o","1","感","False","False","True"
"関","かん","noun","r","START","0","連","False","False","True"
"連","れん","noun","END","n","1","連","False","False","True"
"使","つか","verb","u","START","0","う","True","False","False"
"う","う","verb","END","a","1","う","True","False","False"
"育","そだ","verb","t","START","0","つ","True","False","False"
"つ","つ","verb","END","a","1","つ","True","False","False"
"厳","きび","adjective","s","START","0","い","True","False","False"
"し","し","adjective","i","i","1","い","True","False","False"
"い","い","adjective","END","i","2","い","True","False","False"
"遊","あそ","noun","b","START","0","び","True","False","False"
"び","び","noun","END","o","1","び","True","False","False"
"夕","ゆう","noun","d","START","0","立","False","False","True"
"立","だち","noun","END","u","1","立","False","False","True"
"兆","きざし","numeric","END","START","0","兆","True","True","True"
"再","さい","noun","h","START","0","発","False","False","True"
"発","はつ","noun","END","i","1","発","False","False","True"
"帰","かえ","verb","r","START","0","る","True","False","False"
"る","る","verb","END","e","1","る","True","False","False"
"花","はな","noun","b","START","0","火","False","False","True"
"火","び","noun","END","a","1","火","False","False","True"
"紅","こう","noun","c","START","0","茶","False","False","True"
"茶","ちゃ","noun","END","u","1","茶","False","False","True"
"強","ごう","noun","i","START","0","引","False","False","True"
"引","いん","noun","END","u","1","引","False","False","True"
"弱","よわ","verb","m","START","0","る","True","False","False"
"ま","ま","verb","r","a","1","る","True","False","False"
"る","る","verb","END","a","2","る","True","False","False"
"抱","いだ","verb","k","START","0","く","True","False","False"
"く","く","verb","END","a","1","く","True","False","False"
"革","かわ","noun","END","START","0","革","True","True","True"
"過","す","verb","g","START","0","す","True","False","False"
"ご","ご","verb","s","u","1","す","True","False","False"
"す","す","verb","END","o","2","す","True","False","False"
"農","のう","noun","j","START","0","場","False","False","True"
"場","じょう","noun","END","u","1","場","False","False","True"
"葬","ほうむ","verb","r","START","0","る","True","False","False"
"る","る","verb","END","u","1","る","True","False","False"
"一","いち","prefix","END","START","0","一","True","True","True"
"帰","き","noun","t","START","0","宅","False","False","True"
"宅","たく","noun","END","i","1","宅","False","False","True"
"再","さい","noun","g","START","0","現","False","False","True"
"現","げん","noun","END","i","1","現","False","False","True"
"見","み","noun","a","START","0","い","True","False","False"
"合","あ","noun","i","i","1","い","True","False","False"
"い","い","noun","END","a","2","い","True","False","False"
"炭","たん","noun","k","START","0","鉱","False","False","True"
"鉱","こう","noun","END","n","1","鉱","False","False","True"
"添","そ","verb","u","START","0","う","True","False","False"
"う","う","verb","END","o","1","う","True","False","False"
"翻","ほん","noun","y","START","0","訳","False","False","True"
"訳","やく","noun","END","n","1","訳","False","False","True"
"交","こう","noun","s","START","0","差","False","False","True"
"差","さ","noun","END","u","1","差","False","False","True"
"創","そう","noun","r","START","0","立","False","False","True"
"立","りつ","noun","END","u","1","立","False","False","True"
"挟","はさ","verb","m","START","0","む","True","False","False"
"む","む","verb","END","a","1","む","True","False","False"
"付","つ","verb","k","START","0","る","True","False","False"
"け","け","verb","r","u","1","る","True","False","False"
"る","る","verb","END","e","2","る","True","False","False"
"几","き","noun","c","START","0","面","False","False","True"
"帳","ちょう","noun","m","i","1","面","False","False","True"
"面","めん","noun","END","u","2","面","False","False","True"
"申","もう","noun","s","START","0","み","True","False","False"
"し","し","noun","k","u","1","み","True","False","False"
"込","こ","noun","m","i","2","み","True","False","False"
"み","み","noun","END","o","3","み","True","False","False"
"対","たい","noun","d","START","0","談","False","False","True"
"談","だん","noun","END","i","1","談","False","False","True"
"名","な","verb","d","START","0","る","True","False","False"
"付","づ","verb","k","a","1","る","True","False","False"
"け","け","verb","r","u","2","る","True","False","False"
"る","る","verb","END","e","3","る","True","False","False"
"団","だん","noun","t","START","0","体","False","False","True"
"体","たい","noun","END","n","1","体","False","False","True"
"水","すい","noun","s","START","0","産","False","False","True"
"産","さん","noun","END","i","1","産","False","False","True"
"法","ほう","noun","g","START","0","学","False","False","True"
"学","がく","noun","END","u","1","学","False","False","True"
"片","かた","noun","k","START","0","言","False","False","True"
"言","こと","noun","END","a","1","言","False","False","True"
"物","ぶつ","noun","g","START","0","議","False","False","True"
"議","ぎ","noun","END","u","1","議","False","False","True"
"確","かく","noun","r","START","0","率","False","False","True"
"率","りつ","noun","END","u","1","率","False","False","True"
"馬","ば","adjective","k","START","0","い","True","False","False"
"鹿","か","adjective","r","a","1","い","True","False","False"
"ら","ら","adjective","s","a","2","い","True","False","False"
"し","し","adjective","i","a","3","い","True","False","False"
"い","い","adjective","END","i","4","い","True","False","False"
"上","のぼ","verb","r","START","0","る","True","False","False"
"る","る","verb","END","o","1","る","True","False","False"
"占","し","verb","m","START","0","る","True","False","False"
"め","め","verb","r","i","1","る","True","False","False"
"る","る","verb","END","e","2","る","True","False","False"
"破","は","noun","s","START","0","産","False","False","True"
"産","さん","noun","END","a","1","産","False","False","True"
"雑","ざつ","noun","d","START","0","談","False","False","True"
"談","だん","noun","END","u","1","談","False","False","True"
"想","そう","noun","z","START","0","像","False","False","True"
"像","ぞう","noun","END","u","1","像","False","False","True"
"細","ほそ","adjective","i","START","0","い","True","False","False"
"い","い","adjective","END","o","1","い","True","False","False"
"大","おお","noun","k","START","0","方","False","False","True"
"方","かた","noun","END","o","1","方","False","False","True"
"券","けん","noun","END","START","0","券","True","True","True"
"小","こ","noun","m","START","0","麦","False","False","True"
"麦","むぎ","noun","END","o","1","麦","False","False","True"
"譲","じょう","noun","h","START","0","歩","False","False","True"
"歩","ほ","noun","END","u","1","歩","False","False","True"
"畑","はたけ","noun","END","START","0","畑","True","True","True"
"範","はん","noun","i","START","0","囲","False","False","True"
"囲","い","noun","END","n","1","囲","False","False","True"
"席","せき","noun","END","START","0","席","True","True","True"
"密","みつ","noun","d","START","0","度","False","False","True"
"度","ど","noun","END","u","1","度","False","False","True"
"有","ゆう","noun","k","START","0","効","False","False","True"
"効","こう","noun","END","u","1","効","False","False","True"
"奉","ほう","noun","s","START","0","仕","False","False","True"
"仕","し","noun","END","u","1","仕","False","False","True"
"正","せい","noun","END","START","0","正","True","True","True"
"名","めい","noun","s","START","0","詞","False","False","True"
"詞","し","noun","END","i","1","詞","False","False","True"
"生","せい","noun","k","START","0","計","False","False","True"
"計","けい","noun","END","i","1","計","False","False","True"
"見","み","noun","d","START","0","し","True","False","False"
"出","だ","noun","s","i","1","し","True","False","False"
"し","し","noun","END","a","2","し","True","False","False"
"休","きゅう","noun","s","START","0","息","False","False","True"
"息","そく","noun","END","u","1","息","False","False","True"
"跨","また","verb","g","START","0","ぐ","True","False","False"
"ぐ","ぐ","verb","END","a","1","ぐ","True","False","False"
"生","なま","noun","i","START","0","気","False","False","True"
"意","い","noun","k","a","1","気","False","False","True"
"気","き","noun","END","i","2","気","False","False","True"
"宙","ちゅう","noun","g","START","0","り","True","False","False"
"返","がえ","noun","r","u","1","り","True","False","False"
"り","り","noun","END","e","2","り","True","False","False"
"生","う","adverb","m","START","0","き","True","False","False"
"ま","ま","adverb","r","u","1","き","True","False","False"
"れ","れ","adverb","t","a","2","き","True","False","False"
"つ","つ","adverb","k","e","3","き","True","False","False"
"き","き","adverb","END","u","4","き","True","False","False"
"分","わ","verb","k","START","0","る","True","False","False"
"か","か","verb","r","a","1","る","True","False","False"
"る","る","verb","END","a","2","る","True","False","False"
"安","あん","noun","i","START","0","易","False","False","True"
"易","い","noun","END","n","1","易","False","False","True"
"窮","きゅう","noun","k","START","0","屈","False","False","True"
"屈","くつ","noun","END","u","1","屈","False","False","True"
"食","しょく","noun","r","START","0","糧","False","False","True"
"糧","りょう","noun","END","u","1","糧","False","False","True"
"前","ぜん","noun","s","START","0","者","False","False","True"
"者","しゃ","noun","END","n","1","者","False","False","True"
"お","お","noun","t","START","0","い","True","False","False"
"互","たが","noun","i","o","1","い","True","False","False"
"い","い","noun","END","a","2","い","True","False","False"
"並","へい","noun","k","START","0","行","False","False","True"
"行","こう","noun","END","i","1","行","False","False","True"
"約","やく","adverb","END","START","0","約","True","True","True"
"吹","ふ","verb","k","START","0","く","True","False","False"
"く","く","verb","END","u","1","く","True","False","False"
"感","かん","verb","z","START","0","る","True","False","False"
"ず","ず","verb","r","n","1","る","True","False","False"
"る","る","verb","END","u","2","る","True","False","False"
"経","けい","noun","d","START","0","度","False","False","True"
"度","ど","noun","END","i","1","度","False","False","True"
"文","ぶん","noun","t","START","0","体","False","False","True"
"体","たい","noun","END","n","1","体","False","False","True"
"架","か","noun","k","START","0","空","False","False","True"
"空","くう","noun","END","a","1","空","False","False","True"
"遣","や","verb","r","START","0","す","True","False","False"
"り","り","verb","t","a","1","す","True","False","False"
"通","とお","verb","s","i","2","す","True","False","False"
"す","す","verb","END","o","3","す","True","False","False"
"勤","つと","verb","m","START","0","る","True","False","False"
"め","め","verb","r","o","1","る","True","False","False"
"る","る","verb","END","e","2","る","True","False","False"
"似","に","verb","r","START","0","る","True","False","False"
"る","る","verb","END","i","1","る","True","False","False"
"畳","たた","verb","m","START","0","む","True","False","False"
"む","む","verb","END","a","1","む","True","False","False"
"漠","ばく","noun","z","START","0","然","False","False","True"
"然","ぜん","noun","END","u","1","然","False","False","True"
"衣","い","noun","s","START","0","住","False","False","True"
"食","しょく","noun","j","i","1","住","False","False","True"
"住","じゅう","noun","END","u","2","住","False","False","True"
"期","き","noun","g","START","0","限","False","False","True"
"限","げん","noun","END","i","1","限","False","False","True"
"遥","はる","noun","k","START","0","か","True","False","False"
"か","か","noun","END","u","1","か","True","False","False"
"本","ほん","noun","b","START","0","部","False","False","True"
"部","ぶ","noun","END","n","1","部","False","False","True"
"久","ひさ","noun","s","START","0","り","True","False","False"
"し","し","noun","b","a","1","り","True","False","False"
"ぶ","ぶ","noun","r","i","2","り","True","False","False"
"り","り","noun","END","u","3","り","True","False","False"
"金","きん","noun","s","START","0","銭","False","False","True"
"銭","せん","noun","END","n","1","銭","False","False","True"
"得","え","verb","r","START","0","る","True","False","False"
"る","る","verb","END","e","1","る","True","False","False"
"無","む","noun","d","START","0","い","True","False","False"
